epoch,train_loss_norm,valid_component_mae_eVA,valid_component_rmse_eVA,valid_vector_mae_eVA,valid_vector_rmse_eVA
41,0.5151352394710887,0.2405671328306198,0.3110560178756714,0.48047715425491333,0.5387648344039917
42,0.5077786725578886,0.2372787445783615,0.3046310842037201,0.4738991856575012,0.5276365280151367
43,0.5054921742641565,0.24228091537952423,0.31298863887786865,0.48357725143432617,0.5421122312545776
44,0.4882917927973198,0.23947353661060333,0.30869629979133606,0.4775274395942688,0.5346776843070984
45,0.4779473127740802,0.23771286010742188,0.3085900545120239,0.47695550322532654,0.534493625164032
46,0.4664669632911682,0.23857203125953674,0.30768251419067383,0.47551053762435913,0.5329217314720154
47,0.4517980543049899,0.24370166659355164,0.3167513906955719,0.4863557815551758,0.5486295223236084
48,0.4481244014971184,0.2373109608888626,0.30821090936660767,0.47433486580848694,0.5338369607925415
49,0.43009185339465283,0.24381494522094727,0.31707337498664856,0.48721209168434143,0.549187183380127
50,0.4390976537357677,0.2349279820919037,0.3029467463493347,0.4685770273208618,0.5247191190719604
51,0.4152676725026333,0.2409694641828537,0.3122580051422119,0.4807324707508087,0.5408467054367065
52,0.40295238747741235,0.23942004144191742,0.3116898536682129,0.47969451546669006,0.5398626327514648
53,0.40382398800416425,0.23818959295749664,0.30816948413848877,0.4770396947860718,0.5337651968002319
54,0.42025239901109174,0.24256405234336853,0.3156659007072449,0.48525291681289673,0.5467494130134583
55,0.426076071731972,0.2325950711965561,0.2999437749385834,0.4636353850364685,0.5195178985595703
56,0.3684971910534483,0.23460781574249268,0.3044571280479431,0.4679259955883026,0.5273352265357971
57,0.3716197402188272,0.23302878439426422,0.3009682595729828,0.4645248353481293,0.5212922692298889
58,0.353137627695546,0.23029382526874542,0.29841768741607666,0.45903313159942627,0.5168746113777161
59,0.33341806585138495,0.23393510282039642,0.3045332431793213,0.4661945104598999,0.5274670720100403
60,0.3395616023829489,0.23246391117572784,0.3028421103954315,0.46418067812919617,0.5245379209518433
61,0.3224120709029111,0.2294531911611557,0.29825660586357117,0.45934534072875977,0.5165956020355225
62,0.3139366128227927,0.23288561403751373,0.30500560998916626,0.4664892852306366,0.5282852053642273
63,0.3141432296146046,0.23137351870536804,0.3023059666156769,0.4635081887245178,0.5236092805862427
64,0.2894703944524129,0.23151837289333344,0.3026411533355713,0.46229302883148193,0.524189829826355
65,0.29120819947936316,0.23096542060375214,0.30188897252082825,0.4623652994632721,0.5228870511054993
66,0.27918263547348254,0.2308424711227417,0.30134204030036926,0.4612686038017273,0.521939754486084
67,0.2804841706247041,0.2304186373949051,0.3024393916130066,0.461487740278244,0.5238403677940369
68,0.26745659383860504,0.22934040427207947,0.29979392886161804,0.45978686213493347,0.5192583203315735
69,0.27457038832433295,0.22816550731658936,0.29723578691482544,0.45520922541618347,0.5148274898529053
70,0.2604257089622093,0.2283245325088501,0.29935577511787415,0.45701920986175537,0.5184993743896484
71,0.2657082925240199,0.22863158583641052,0.2975352108478546,0.4569588303565979,0.515346109867096
72,0.24608881455479245,0.2274068146944046,0.2987491488456726,0.4560338854789734,0.5174486637115479
73,0.22671391340819272,0.22810880839824677,0.2977669835090637,0.4558326303958893,0.5157475471496582
74,0.23096165106152045,0.23162642121315002,0.3021623492240906,0.4632120430469513,0.5233604907989502
75,0.22486105877341647,0.23540791869163513,0.30715644359588623,0.46999844908714294,0.532010555267334
76,0.23751049240430197,0.24323295056819916,0.31593623757362366,0.48621922731399536,0.547217607498169
77,0.23299105781497378,0.23476317524909973,0.3071797788143158,0.46951308846473694,0.5320509672164917
78,0.21407870903159631,0.22742563486099243,0.2993161678314209,0.4545803666114807,0.5184308290481567
79,0.20275462531682217,0.22813616693019867,0.2987769842147827,0.4546087384223938,0.5174968838691711
80,0.1952708995703495,0.2276351898908615,0.299068808555603,0.45531710982322693,0.5180023908615112
81,0.1909379128253821,0.22888487577438354,0.2992017865180969,0.45591458678245544,0.5182327032089233
82,0.19099797263289942,0.22725896537303925,0.2996668517589569,0.45498210191726685,0.519038200378418
83,0.17915798994627866,0.2277088761329651,0.3002341389656067,0.45590582489967346,0.5200207829475403
84,0.18403156327478815,0.2360439896583557,0.30999720096588135,0.4716833233833313,0.5369308590888977
85,0.22250257206685614,0.2248302400112152,0.29441940784454346,0.44912299513816833,0.5099493861198425
86,0.17909473812941348,0.22497758269309998,0.29671046137809753,0.44947192072868347,0.5139175653457642
87,0.17139423074144305,0.22646880149841309,0.2975066900253296,0.4512965679168701,0.5152966976165771
88,0.1701628416776657,0.22803843021392822,0.30080875754356384,0.45668625831604004,0.5210160613059998
89,0.1776211979714307,0.2239435464143753,0.2948804497718811,0.44759440422058105,0.5107479095458984
90,0.1551396891926274,0.22838079929351807,0.3000188171863556,0.45725029706954956,0.5196477770805359
91,0.14914593868183368,0.22634807229042053,0.29825568199157715,0.4528050422668457,0.5165939927101135
92,0.14600333706899124,0.2277321219444275,0.2994695007801056,0.45497721433639526,0.5186963677406311
93,0.14343440577839361,0.2293710857629776,0.30247461795806885,0.45841819047927856,0.5239014625549316
94,0.16335236303734058,0.22674721479415894,0.2988136410713196,0.45250415802001953,0.5175603628158569
95,0.1420653277274334,0.22563181817531586,0.29640501737594604,0.44941771030426025,0.5133885741233826
96,0.13361660368514783,0.22603698074817657,0.2978995442390442,0.4520381689071655,0.515977144241333
97,0.13515027815645392,0.2246309518814087,0.296836793422699,0.4484974145889282,0.5141363739967346
98,0.12758432509321155,0.2289034128189087,0.30171048641204834,0.45740973949432373,0.5225778818130493
99,0.12346585185238809,0.22746817767620087,0.3001806139945984,0.4546096920967102,0.5199280381202698
100,0.11817313369476434,0.22596770524978638,0.2994789183139801,0.45240047574043274,0.5187126994132996
101,0.14991022646427155,0.2279554158449173,0.29995208978652954,0.4552854001522064,0.5195322632789612
102,0.155096840226289,0.22658614814281464,0.29938438534736633,0.4528051018714905,0.5185489654541016
103,0.13937954062765295,0.2261318564414978,0.29996970295906067,0.4538043439388275,0.5195627212524414
104,0.11424990133805708,0.22470077872276306,0.2981950044631958,0.44975215196609497,0.5164889097213745
105,0.11885937190417087,0.2308509200811386,0.30337774753570557,0.4606975317001343,0.5254656076431274
106,0.12630039611549088,0.2237507700920105,0.29756391048431396,0.44813966751098633,0.5153958201408386
107,0.11742608158877402,0.22713902592658997,0.29991450905799866,0.45452937483787537,0.5194671154022217
108,0.11709567452922012,0.22705624997615814,0.30048710107803345,0.4547831118106842,0.5204589366912842
109,0.09847846965898167,0.22368617355823517,0.29624369740486145,0.44763660430908203,0.5131091475486755
110,0.09138341248035431,0.22650377452373505,0.29913121461868286,0.45309576392173767,0.518110454082489
111,0.09691774167797783,0.22829672694206238,0.3007867634296417,0.4558399021625519,0.5209779739379883
112,0.09609867542079001,0.22481513023376465,0.29844340682029724,0.45023804903030396,0.5169191360473633
113,0.09529679697571379,0.22695805132389069,0.30017340183258057,0.4527994692325592,0.5199155807495117
114,0.09601049057461998,0.22403167188167572,0.2958475351333618,0.4470260739326477,0.5124229192733765
115,0.09080888917951872,0.22298693656921387,0.2942954897880554,0.44541919231414795,0.5097348093986511
116,0.08935698821689143,0.22482649981975555,0.2975388765335083,0.4502035081386566,0.5153524279594421
117,0.08630149269645865,0.22691655158996582,0.3001982867717743,0.4537743330001831,0.5199587345123291
118,0.08770029946710124,0.2277577966451645,0.3014461398124695,0.45606833696365356,0.5221199989318848
119,0.08885157063151851,0.22391866147518158,0.29788798093795776,0.4481472074985504,0.5159571170806885
120,0.0824280164458535,0.2228529006242752,0.2958644926548004,0.44549763202667236,0.5124523639678955
121,0.07410281196688161,0.22292736172676086,0.29578539729118347,0.44697561860084534,0.5123153328895569
122,0.07081038730614113,0.22421611845493317,0.2976912260055542,0.44908931851387024,0.5156163573265076
123,0.07591280183105757,0.22508463263511658,0.2993347644805908,0.45114240050315857,0.5184630155563354
124,0.07479197599671104,0.22342775762081146,0.29583171010017395,0.446696400642395,0.5123955607414246
125,0.07035028516794696,0.22312666475772858,0.2965596318244934,0.4471275806427002,0.5136563777923584
126,0.06953813203356483,0.22450527548789978,0.2977806627750397,0.44918516278266907,0.515771210193634
127,0.06709334276842349,0.22432971000671387,0.2980012893676758,0.44879618287086487,0.5161533355712891
128,0.06405101355278131,0.22331900894641876,0.2976543605327606,0.4476456046104431,0.5155525207519531
129,0.06350475707740495,0.22743384540081024,0.3013996183872223,0.4553561210632324,0.5220394730567932
130,0.06973108829873981,0.22760123014450073,0.3011872172355652,0.4552166759967804,0.5216715335845947
131,0.0686109544652881,0.2231946885585785,0.2967590391635895,0.44730210304260254,0.514001727104187
132,0.06570374943090207,0.224478080868721,0.2979048490524292,0.4490829110145569,0.5159863233566284
133,0.0645182454450564,0.22931064665317535,0.30230632424354553,0.45878681540489197,0.5236098766326904
134,0.06577834780469086,0.2261970490217209,0.2998686730861664,0.45255839824676514,0.5193877816200256
135,0.05604201194011804,0.22411119937896729,0.2973048686981201,0.448907732963562,0.5149471163749695
136,0.051606346147530006,0.22558404505252838,0.299721360206604,0.45161929726600647,0.519132673740387
137,0.05465967162992015,0.22626402974128723,0.30079376697540283,0.45189639925956726,0.5209900736808777
138,0.05095968260006471,0.225556418299675,0.2988929748535156,0.45117759704589844,0.517697811126709
139,0.04765863332784537,0.22465480864048004,0.29801180958747864,0.44940927624702454,0.5161716341972351
140,0.04709937446045153,0.2253430038690567,0.29927974939346313,0.45123162865638733,0.5183677077293396
141,0.04707355774713285,0.22740410268306732,0.3008998930454254,0.45388084650039673,0.521173894405365
142,0.05006274659976815,0.22593502700328827,0.29970788955688477,0.45157289505004883,0.519109308719635
143,0.0448594649858547,0.22615742683410645,0.29950082302093506,0.4518369734287262,0.5187506675720215
144,0.0427053329167944,0.22583071887493134,0.2993715703487396,0.45237746834754944,0.5185267329216003
145,0.04612739756703377,0.2279100865125656,0.30102482438087463,0.45562565326690674,0.5213903188705444
146,0.04664833211537563,0.2269667685031891,0.30007070302963257,0.4525693953037262,0.5197376608848572
147,0.04475016417828473,0.22395575046539307,0.29699400067329407,0.44790327548980713,0.5144087076187134
148,0.04216561997027108,0.2249448448419571,0.2986275851726532,0.4504736363887787,0.5172381401062012
149,0.04065705892263037,0.2252001017332077,0.2989085614681244,0.45054617524147034,0.5177248120307922
150,0.042220502414486626,0.22694002091884613,0.29974961280822754,0.45356523990631104,0.5191815495491028
