# Training_loss     Validation loss
0.2120059265126474     0.24152507082492644
0.21084250027080997     0.24098611104169063
0.21452846827916802     0.25421797836731586
0.21819417043181602     0.24784834949033602
0.22570571066113188     0.2676090109827263
0.20959050500707235     0.24155036177087044
0.21022912941818503     0.24876816567432666
0.2330938143329695     0.2740763465740851
0.21595985658466815     0.27122395099805935
0.21629103044178918     0.2525929895761822
0.21760297499131412     0.2478390363643744
0.2086987836379558     0.2534055574797094
0.2183173681603512     0.26237995323858093
0.2204184600804001     0.24653721640684775
0.21147140718181617     0.24915975112734096
0.2068707258271752     0.24933847166331752
0.21862056931629922     0.2386098935302081
0.21870509888976813     0.24702633105750596
0.21101381067215697     0.23957603305046046
0.21581890465982723     0.25996254038597855
0.20648413087241352     0.24487195237140572
0.20718490480212495     0.24975907749363355
0.2101062757015461     0.22723117605034662
0.20875062892446294     0.24252073307122504
0.2053057133674156     0.24715291149914265
0.2108721767240786     0.24259490466543607
0.20860443419776856     0.2443307826428541
0.20493184948689305     0.25005057946379694
0.21119161527502     0.26035155209579636
0.20337270271556918     0.24495608426098311
0.21854105174308644     0.2675129088706204
0.2064722000953043     0.24295132527393953
0.21956089995801448     0.24089281620191677
0.2114325785753681     0.22953522501380316
0.20569587123580277     0.24353321701554315
0.22468998174663285     0.25032755080610514
0.20373737485846505     0.24524143005588225
0.20600077401613817     0.23983809418444121
0.20578042160694168     0.24919647284384286
0.21167433247552253     0.23961451180678392
0.2021747876344307     0.2391208143505667
0.2196838859654963     0.2582465839971389
0.2095569108426571     0.25904811160372837
0.21682750690728425     0.23369928043601768
0.2136054602410877     0.23732170399411448
0.2085904159792699     0.26015840297830956
0.20255757493985585     0.2460607886314392
0.21055184654222103     0.24809090021465505
0.22209175515919924     0.2286426823952102
0.2044777242274722     0.2518648820530091
0.20392752748914064     0.2571886525090252
0.20036979808006436     0.24209595644580467
0.2057875635084929     0.23900454923776643
0.20170282462178876     0.2435088881424495
0.20638200924397096     0.23715649931026356
0.21304356502892915     0.23225972538680903
0.2020685855631018     0.2264080195621188
0.20005426392162917     0.23702130054256745
0.20219135145132897     0.24215956451371312
0.2089132578112185     0.24927561796669448
0.2012429743836401     0.23344713037035295
