epoch,train_loss_norm,valid_mae_eV,valid_rmse_eV
50,1.0697040070186963,0.22941698133945465,0.2608030140399933
51,0.20471135414007938,0.12311291694641113,0.15579821169376373
52,0.11216073624338165,0.5112606883049011,0.5286465287208557
53,0.17460629298831476,0.3031875193119049,0.3692566752433777
54,0.27209777452728967,0.8443349003791809,0.884575605392456
55,1.3860094782077905,0.27624568343162537,0.3477686941623688
56,0.5603414674599966,1.5884666442871094,1.6064231395721436
57,1.2259797715779506,0.2929564118385315,0.3465624749660492
58,0.3762989229325092,0.18490539491176605,0.24318107962608337
59,1.7364444697670864,1.0361669063568115,1.0603336095809937
60,1.4773157667933088,0.6338942646980286,0.6681548953056335
61,0.4416545286323085,0.3109770715236664,0.36785265803337097
62,0.3138369628877351,0.3162899315357208,0.3658321797847748
63,0.24825963722259708,0.3452778458595276,0.40353918075561523
64,0.25458709353750403,0.37584319710731506,0.4347580075263977
65,0.1885045450745207,0.2880847156047821,0.3435947895050049
66,0.24356939282381174,0.3212643563747406,0.3651459217071533
67,0.2078049752974149,0.2981322109699249,0.3447720408439636
68,0.22129339973131815,0.3815746307373047,0.42339685559272766
69,0.20704833260088257,0.21301086246967316,0.25617754459381104
70,0.19259671866893768,0.42474493384361267,0.465437650680542
71,0.19777102587801038,0.1986365020275116,0.24716731905937195
72,0.1710382830916029,0.43917974829673767,0.4906928539276123
73,0.21679955427393768,0.25340157747268677,0.309366911649704
74,0.18093154692288602,0.4190627634525299,0.47723203897476196
75,0.19503712608958734,0.22181548178195953,0.26995381712913513
76,0.161737943801916,0.41643428802490234,0.4732899069786072
77,0.16456547379493713,0.23504050076007843,0.28938138484954834
78,0.2179764211177826,0.39597588777542114,0.44425636529922485
79,0.21155008402737704,0.22430729866027832,0.2729993760585785
80,0.17714100500399416,0.2866990864276886,0.34753212332725525
81,0.9885277386867639,0.23271094262599945,0.25187018513679504
82,0.13930373977531085,0.8662139177322388,0.9304537773132324
83,0.5144936921018542,0.3268629014492035,0.38630688190460205
84,0.3167912138230873,0.43959560990333557,0.4783393144607544
85,0.24200547418811105,0.14800389111042023,0.21451465785503387
86,0.17624411122365433,0.47345519065856934,0.5067540407180786
87,0.19645161926746368,0.1516251564025879,0.2114972323179245
88,0.15731982525550958,0.47533082962036133,0.5094801187515259
89,0.22979720614173196,0.15305407345294952,0.20120273530483246
90,0.1546901615731644,0.38237687945365906,0.4175233244895935
91,0.1694609893090797,0.16923107206821442,0.21367493271827698
92,0.15456198088147424,0.3569876253604889,0.39752379059791565
93,0.16997001512032567,0.16449525952339172,0.21745850145816803
94,0.13892483711242676,0.4506658613681793,0.48915180563926697
95,0.18807449891711725,0.18762142956256866,0.24220553040504456
96,0.16352672050848152,0.43885985016822815,0.47553083300590515
97,0.18519007256536774,0.16666436195373535,0.21732966601848602
98,0.14671774581074715,0.4365086853504181,0.471000075340271
99,0.18711678593447714,0.13990715146064758,0.18857134878635406
100,0.1365674344653433,0.4354504644870758,0.4688389003276825
101,0.18517986797925198,0.15115131437778473,0.20497232675552368
102,0.12977938269349662,0.43643420934677124,0.4810067117214203
103,0.17867798775886046,0.16466423869132996,0.2182900458574295
104,0.14411258562044663,0.4088589549064636,0.4491254389286041
105,0.16426209924799023,0.15841259062290192,0.21086028218269348
106,0.12920975476277596,0.4289769232273102,0.4667389690876007
107,0.19322002566221988,0.15481185913085938,0.20256608724594116
108,0.1316822198304263,0.45733094215393066,0.5057209134101868
109,0.174352458932183,0.1948784738779068,0.24817241728305817
110,0.14392795425021288,0.3685932159423828,0.40283745527267456
111,0.1551710030797756,0.17609739303588867,0.2343297153711319
112,0.14094601481249838,0.36707013845443726,0.39970093965530396
113,0.14430252519069295,0.18358898162841797,0.2395288348197937
114,0.1403441937132315,0.3918565809726715,0.42931532859802246
115,0.14230702264290868,0.23702971637248993,0.29175156354904175
116,0.16858798897627628,0.32805871963500977,0.3548164367675781
117,0.13693137512062536,0.19408825039863586,0.24946825206279755
118,0.13566810462736723,0.38463765382766724,0.4159093201160431
119,0.13407477375232812,0.1657109558582306,0.21504363417625427
120,0.12871518527919595,0.3883060812950134,0.4233948290348053
121,0.14678884162144226,0.2528788447380066,0.2992815673351288
122,0.1778160793085893,0.3470740020275116,0.388074666261673
123,0.12992014995578563,0.1911240667104721,0.25118932127952576
124,0.15300728832230423,0.3236602246761322,0.3510574698448181
125,0.13230731885767344,0.1858319491147995,0.24371875822544098
126,0.14753596484661102,0.39168229699134827,0.4276534914970398
127,0.15136283455473004,0.16165174543857574,0.2145356386899948
128,0.148777216221347,0.3330470621585846,0.36238622665405273
129,0.14582807367498224,0.18922816216945648,0.23800033330917358
130,0.15145738129362915,0.3560163080692291,0.3867913484573364
131,0.14919694806590225,0.16735802590847015,0.21251623332500458
132,0.14059976533506857,0.34485045075416565,0.37537312507629395
133,0.1588372920047153,0.19595058262348175,0.23762226104736328
134,0.1411143974824385,0.3577721118927002,0.3934221863746643
135,0.15225346499320233,0.17839042842388153,0.21246375143527985
136,0.1323797716335817,0.3658890724182129,0.3973713517189026
137,0.1596038043498993,0.16650795936584473,0.20106355845928192
138,0.12237295395497119,0.4089755117893219,0.4406335651874542
139,0.16643725403330542,0.15656788647174835,0.1961962729692459
140,0.1318763243881139,0.38727226853370667,0.41828349232673645
141,0.16272223221533227,0.15703381597995758,0.20405851304531097
142,0.11907823564428272,0.37231382727622986,0.4037489891052246
143,0.14792455484469733,0.17361222207546234,0.2233140617609024
144,0.12989360681085876,0.3574422001838684,0.39058056473731995
145,0.13348832726478577,0.2073753923177719,0.2487933188676834
146,0.1417212968297077,0.31614968180656433,0.35067906975746155
147,0.14190144362774762,0.21964062750339508,0.2567693591117859
148,0.14364618627410947,0.38308602571487427,0.42354294657707214
149,0.18508449603210797,0.1882864087820053,0.2286338210105896
150,0.14516521674213986,0.38666656613349915,0.4218977689743042
