epoch,train_loss,test_loss,test_mae_vector_norm,test_rmse_vector_norm,test_component_mae,test_cosine_mean
53,0.030191542580723763,0.027585207484662533,0.25339049100875854,0.2876727879047394,0.12657785415649414,0.7583735585212708
54,0.023570808465592563,0.027040586806833744,0.2513594627380371,0.2848188281059265,0.1256798952817917,0.7573589086532593
55,0.022100070666056126,0.026321525685489178,0.2474745512008667,0.2810063660144806,0.12387137860059738,0.77198725938797
56,0.02313790563493967,0.03135851165279746,0.27754539251327515,0.3067173659801483,0.13839957118034363,0.7433322668075562
57,0.023034553043544292,0.028530622366815805,0.25797703862190247,0.2925609052181244,0.12917637825012207,0.7914712429046631
58,0.021299662243109196,0.024909329134970903,0.24088117480278015,0.27336421608924866,0.12062819302082062,0.7809284329414368
59,0.02080543152987957,0.02554449439048767,0.2473193109035492,0.27682754397392273,0.12326283007860184,0.7651686668395996
60,0.02090576128102839,0.02354101510718465,0.2353668510913849,0.2657499611377716,0.11772066354751587,0.7793677449226379
61,0.020486552733927965,0.02428701240569353,0.24077926576137543,0.26992782950401306,0.12004002183675766,0.7734237909317017
62,0.022765446919947863,0.02677111141383648,0.25516435503959656,0.2833960950374603,0.12704254686832428,0.7650890946388245
63,0.026110214355867356,0.027639850042760372,0.25895875692367554,0.2879575490951538,0.12902790307998657,0.7554926872253418
64,0.021580804721452296,0.025083265732973814,0.24487707018852234,0.2743169665336609,0.12209060788154602,0.7699456214904785
65,0.020502768107689917,0.023734076879918575,0.23732955753803253,0.2668374478816986,0.11833842843770981,0.7771853804588318
66,0.020120053610298783,0.02371867746114731,0.2354961633682251,0.26675087213516235,0.11784686893224716,0.799688458442688
67,0.019140284042805433,0.02387668564915657,0.23931342363357544,0.2676379084587097,0.1192655935883522,0.779735267162323
68,0.018859489646274596,0.022761625237762928,0.23304292559623718,0.2613137364387512,0.11619551479816437,0.7856899499893188
69,0.018657018255908042,0.022289855405688286,0.23057086765766144,0.25859150290489197,0.11499051749706268,0.7896254062652588
70,0.019336869183462113,0.026213491335511208,0.25331342220306396,0.28042909502983093,0.1260957568883896,0.7789652943611145
71,0.022353936568833888,0.029100165236741304,0.2684295177459717,0.2954665720462799,0.13369140028953552,0.7713668942451477
72,0.019840207940433174,0.023800817783921957,0.23951660096645355,0.2672123610973358,0.11926096677780151,0.78416907787323
73,0.018570435873698443,0.02551294071599841,0.24619528651237488,0.27665650844573975,0.12329801917076111,0.8098363280296326
74,0.01743422297295183,0.020650766789913177,0.22036945819854736,0.24890218675136566,0.11004655063152313,0.8084216117858887
75,0.016654587991070002,0.020838318392634392,0.22162936627864838,0.25002989172935486,0.1105322539806366,0.8143988847732544
76,0.020847281208261847,0.0223636357113719,0.23219330608844757,0.259019136428833,0.11561016738414764,0.7953147292137146
77,0.01765664468985051,0.020667933393269777,0.2203691303730011,0.24900561571121216,0.11005742102861404,0.8140484690666199
78,0.016942292160820216,0.02486650412902236,0.24406230449676514,0.27312910556793213,0.12216539680957794,0.8066254258155823
79,0.017567439004778862,0.01970369415357709,0.21571385860443115,0.2431277185678482,0.10764063149690628,0.8152461051940918
80,0.016221347032114863,0.020169637631624937,0.2182389497756958,0.24598559737205505,0.10873376578092575,0.8199477195739746
81,0.016080768313258886,0.02266936283558607,0.2328234761953354,0.2607836127281189,0.11641031503677368,0.8142452836036682
82,0.018846956838387996,0.020651120226830244,0.22079528868198395,0.24890431761741638,0.11013301461935043,0.8233246207237244
83,0.01592487923335284,0.022246620152145624,0.23013144731521606,0.25834059715270996,0.1150214672088623,0.8194969296455383
84,0.016026390716433525,0.019669499713927507,0.21558122336864471,0.24291665852069855,0.1073833778500557,0.82469642162323
85,0.028359146090224385,0.02522989548742771,0.24587446451187134,0.27511757612228394,0.12313622236251831,0.8065271973609924
86,0.04442739539081231,0.03553793765604496,0.2911476790904999,0.3265177011489868,0.14609074592590332,0.7847431898117065
87,0.02209446986671537,0.02414781227707863,0.239390566945076,0.2691531777381897,0.1192706748843193,0.777572751045227
88,0.020069998048711568,0.022756843827664852,0.23190172016620636,0.26128628849983215,0.11546283215284348,0.7908583283424377
89,0.01869781786808744,0.023452223278582096,0.23422880470752716,0.26524829864501953,0.11675580590963364,0.8071461319923401
90,0.01842209999449551,0.021725503262132406,0.22783730924129486,0.255296915769577,0.1133691668510437,0.7967278361320496
91,0.017879097955301404,0.02391685452312231,0.2370181828737259,0.2678629457950592,0.11837778985500336,0.818063497543335
92,0.017213876824826002,0.019796021282672882,0.2159474492073059,0.2436966598033905,0.1076713353395462,0.8181601166725159
93,0.016186002176254988,0.02231312356889248,0.22949770092964172,0.25872641801834106,0.11465880274772644,0.825073778629303
94,0.01668298913864419,0.01966126263141632,0.21485216915607452,0.24286578595638275,0.10716293752193451,0.827351450920105
95,0.015345522842835635,0.019541189540177584,0.2145666778087616,0.2421230524778366,0.10691758990287781,0.8280876874923706
96,0.016042568808188662,0.018740713596343994,0.2111394703388214,0.23711207509040833,0.1051158457994461,0.8225131034851074
97,0.015086972038261592,0.018357648979872465,0.2085636705160141,0.23467625677585602,0.10375811904668808,0.8257258534431458
98,0.01488233171403408,0.018428203649818897,0.20847800374031067,0.235126793384552,0.10382361710071564,0.8317630887031555
99,0.014985849120421335,0.019317372236400843,0.21358124911785126,0.24073246121406555,0.10634330660104752,0.83199143409729
100,0.014693432138301432,0.018313656095415354,0.20778411626815796,0.2343948930501938,0.10347700864076614,0.8346096277236938
