# Training_loss     Validation loss
0.08175210816028994     0.15997059860300006
0.07880337351383787     0.15286587112184083
0.07950261808582582     0.17054317106625863
0.07896958613884636     0.15654785518667527
0.07992662879263662     0.1684209076671063
0.0802850112854503     0.16093488854988078
0.08546997261757497     0.15110514712120807
0.07470324942376465     0.15681003802455962
0.07692444790620356     0.1557712853620095
0.07906320992857217     0.15407422191596457
0.09262420603365172     0.1803155584722325
0.09274821951636113     0.15722954645752907
0.07708779879845679     0.1599366952598627
0.08660951639059931     0.16571988351643085
0.07396177888964303     0.15589522304279463
0.077275990905473     0.15073215302878193
0.08213097181986086     0.17502087228941882
0.08026018379314337     0.16196439240593463
0.08389001282455866     0.1513781437783369
0.07938962658634409     0.1524994111885982
0.07524558613280533     0.15266618846050864
0.07668434824099676     0.17800471790022648
0.0756199415302035     0.15553450677543879
0.07690623842645436     0.148882673454604
0.07896200685776421     0.162049258028024
0.07703685692409636     0.1514101625154061
0.07447138850577176     0.1923216031323786
0.0813903556574951     0.1558897527200835
0.07738650862127543     0.1623366602164294
0.0786386936949566     0.1562946823292545
0.0733765504672192     0.16765458303104555
0.07773958463469172     0.15979003941174597
0.07388369472027989     0.15523351795439208
0.07214856149628758     0.15582723993741507
0.07744567693182035     0.1695487885867156
0.07214891196927056     0.1467414550882365
0.0772905881384213     0.15025035225387132
0.07102170075289906     0.14645380786220943
0.07807335862136824     0.14760333273027623
0.07207763414247893     0.15457266386199212
0.07982246581465006     0.14099815215117165
0.07129303609282943     0.1536148934225951
0.07460158743007923     0.16142621724533715
0.07114381903375033     0.1630946425388434
0.07359435704827774     0.13986461802518793
0.07680410024713638     0.14861365906628116
0.0735526217476945     0.148276550495731
0.07997318474866916     0.1424530851322093
0.0748747620321592     0.1398435187126909
0.07669332827921607     0.1738293208680781
0.07234705034526996     0.13466871716082096
0.07600501410663128     0.15412082072829694
0.06969970431851834     0.157204183529497
0.0684965655108681     0.14008561880992992
0.06755837795732077     0.14238304824435286
0.07433704372262583     0.13662957692784922
0.07089519080560422     0.14386313747880713
0.06632180774817244     0.14997806546411344
0.06902926303388085     0.1467323145563049
0.07224182324149296     0.1708230138860277
0.06931613167082105     0.16031182309546108
0.07277512709613802     0.14116766583174467
0.07818656735587864     0.1772559734215195
0.070580721590959     0.1478352996387652
0.06689591225935146     0.16209603736777872
0.07748118526069447     0.15517606047381247
0.06672074537655134     0.14626539970881172
0.06753268895467045     0.1495060826585229
0.0649033526412677     0.1388756500424019
0.07323285440113977     0.14242210864488566
0.07343691643709463     0.13507584562259062
0.06841397396379761     0.15868486788323416
0.06996777258813382     0.1371334639510938
0.06805563448433531     0.1397267454303801
0.06803105882252566     0.14822396700037643
0.0690062639088137     0.1474438488699629
0.06731131516051392     0.14812255152667472
0.07176104849553668     0.14366275858732738
0.07282224280090305     0.1528429395886113
0.07389917997876182     0.16340955483194972
0.0693561566947028     0.1428745724260807
0.06429362352137105     0.14197516358191414
0.06708318601657083     0.15106499961361156
0.06791480935236904     0.1482000980036641
0.06737452771256358     0.1409795754526775
0.06883832167950459     0.14095816257343227
0.06373868168015179     0.13126710336655378
0.06807209255057386     0.1368605056112366
0.06621335457777605     0.15448223187247226
0.07475175302592106     0.1297980225977621
0.06597397213539807     0.14164562475135817
0.06388696385547518     0.13769277411379985
0.06984251465648413     0.16004003581890305
0.06892112930552685     0.13057251632147068
0.0641413572896272     0.1318648103291967
0.06556603236211231     0.1277057558431157
0.0663029818655923     0.14775968725526972
0.061685755541548135     0.1403845988014447
0.06758642464643344     0.1367345765632178
0.06472737477393821     0.17107623302386596
0.08754474265617318     0.15157341375483416
0.07009244666041922     0.1518834398969245
0.07258738998207263     0.1540743276626537
0.0636116240330739     0.13077859444144582
0.06013991089072079     0.12835773626076324
0.06418037538067438     0.12623865430110268
0.06211539161045948     0.1445837949660407
0.061826547692180614     0.13103318769468128
0.06820589740294963     0.15087664023615485
0.05910774750402197     0.12961182151255862
0.060981264146976175     0.12845944856858946
0.06145602453500033     0.12163441861048341
0.06083913239301182     0.12937967286312155
0.08697549300850368     0.17053448970961785
0.06450202118314337     0.12392269048307623
0.06135461635087267     0.1408259077247099
0.06837394895148463     0.12525541262168968
0.06156584375436069     0.13507448572532407
0.07049266899353825     0.15867146871252252
0.06023910594172776     0.12814142954136645
0.06175596600864083     0.13509237759613565
0.06350058615673333     0.14511108131734676
0.0744049172650557     0.11938841115417224
0.061864959120284765     0.15578461931103707
0.0606474407497808     0.13009142942194427
0.07191734100109898     0.12077891866543464
0.06324034649660462     0.15415928879727808
0.06030116689857096     0.12052695572908435
0.06872571776330005     0.128486822558833
0.06104733484098688     0.13000495798353637
0.0592389177554287     0.1444832143691071
0.0617167572042672     0.1329435971731852
